mine_id,production_date,planned_production,actual_production,operating_hours,downtime_hours,blasting_delay_hours,rainfall_mm,soil_moisture,land_temperature,humidity,equipment_operating_hours,equipment_downtime_hours,average_utilization,average_performance_score,planned_delay_hours,actual_delay_hours,blast_count,status,downtime_ratio,blasting_delay_ratio,equipment_downtime_ratio,equipment_performance_risk,rainfall_risk
1,2026-02-03,500.0,429.3,17.5,2.97,2.5,7.93,32.42,29.14,63.56,17.752,17.04,83.65,77.398,0.19,0.93,2,On Time,0.16971428571428573,0.14285714285714285,0.48976776270406985,22.602000000000004,1
1,2026-02-04,500.0,444.78,17.49,2.1,2.65,24.18,44.96,28.42,75.6,17.997999999999998,13.73,87.248,80.6,0.65,2.11,4,Delayed,0.12006861063464838,0.15151515151515152,0.4327407967725669,19.400000000000006,2
1,2026-02-05,500.0,466.99,18.84,1.28,1.52,3.97,28.81,31.42,54.88,18.014,17.950000000000003,83.022,75.886,0.55,1.67,3,Delayed,0.06794055201698514,0.08067940552016985,0.49911022133244365,24.114000000000004,0
1,2026-02-06,500.0,427.91,19.76,2.76,3.0,28.6,49.32,30.68,79.77,17.984,21.74,81.19800000000001,74.25399999999999,0.24,1.67,1,Delayed,0.13967611336032387,0.15182186234817813,0.547276205820159,25.74600000000001,2
1,2026-02-07,500.0,432.86,19.45,2.25,2.25,31.4,48.0,28.12,85.61,19.848000000000003,13.22,88.43199999999999,82.622,1.44,1.92,2,Delayed,0.11568123393316196,0.11568123393316196,0.3997822668440788,17.378,2
1,2026-02-08,500.0,464.13,21.43,1.38,0.24,11.87,38.31,28.95,67.53,16.018,18.01,82.034,76.00399999999999,0.99,2.03,3,Delayed,0.06439570695286981,0.011199253383107793,0.5292700129305278,23.99600000000001,1
1,2026-02-09,500.0,442.51,16.14,4.17,0.99,2.94,32.35,31.0,55.51,17.222,19.26,81.72,75.91600000000001,0.22,1.1,3,Delayed,0.258364312267658,0.061338289962825275,0.5279315826983171,24.08399999999999,0
1,2026-02-10,500.0,477.03,20.82,1.77,0.62,0.18,28.46,29.77,58.31,17.782,17.54,84.314,75.042,0.06,1.34,4,Delayed,0.08501440922190202,0.029779058597502402,0.4965743729120661,24.958,0
1,2026-02-11,500.0,422.13,21.58,4.36,1.5,7.85,35.75,29.24,64.43,19.508000000000003,11.5,90.03,85.80199999999999,1.13,2.52,1,Highly Delayed,0.20203892493049122,0.06950880444856349,0.3708720330237358,14.198000000000008,1
1,2026-02-12,500.0,431.43,20.96,1.94,3.13,11.39,36.94,31.13,66.52,18.972,19.84,82.696,75.218,0.5,1.32,3,Delayed,0.09255725190839693,0.14933206106870228,0.5111821086261981,24.781999999999996,1
1,2026-02-13,500.0,464.78,18.69,1.82,1.15,19.89,42.81,28.77,70.64,18.282,15.51,85.398,78.804,0.41,2.29,3,Delayed,0.09737827715355805,0.0615302300695559,0.45898437499999994,21.195999999999998,2
1,2026-02-14,500.0,421.96,19.3,2.49,3.11,9.28,35.79,29.83,66.98,19.46,17.68,84.834,79.452,0.58,0.9,2,On Time,0.1290155440414508,0.16113989637305698,0.4760366182014001,20.548000000000002,1
1,2026-02-15,500.0,447.83,20.93,3.68,0.28,17.59,40.51,28.98,78.99,16.506,24.84,76.89200000000001,67.08200000000001,1.25,1.84,1,Delayed,0.17582417582417584,0.013377926421404684,0.6007836308228123,32.91799999999999,2
1,2026-02-16,500.0,451.71,16.5,4.0,1.95,6.83,30.52,31.29,61.28,16.145999999999997,12.18,87.332,83.374,1.74,3.35,4,Highly Delayed,0.24242424242424243,0.11818181818181818,0.42999364541410723,16.626000000000005,1
1,2026-02-17,500.0,453.33,16.71,1.03,2.27,6.2,31.75,30.16,62.72,18.086,20.89,81.06800000000001,73.78,0.83,2.6,4,Highly Delayed,0.061639736684619986,0.13584679832435667,0.535970853858785,26.22,1
1,2026-02-18,500.0,419.88,21.21,1.51,3.37,0.54,28.1,31.69,54.13,18.448,12.52,88.178,81.634,1.61,3.41,3,Highly Delayed,0.07119283356907119,0.1588873173031589,0.40428829759752,18.366,0
1,2026-02-19,500.0,447.12,19.14,3.33,2.44,13.48,38.32,29.21,69.7,18.52,13.4,87.37,80.982,1.81,2.36,3,Delayed,0.17398119122257052,0.12748171368861022,0.4197994987468672,19.018,1
1,2026-02-20,500.0,465.97,19.72,1.75,0.66,5.93,33.28,30.5,62.23,17.794,17.97,83.47,77.858,0.85,2.49,1,Delayed,0.0887423935091278,0.0334685598377282,0.5024605748797674,22.141999999999996,1
1,2026-02-21,500.0,443.06,20.88,3.58,0.57,3.4,33.74,30.72,54.63,18.352,18.73,83.832,76.524,0.61,0.94,3,On Time,0.171455938697318,0.02729885057471264,0.5050968124696619,23.476,0
1,2026-02-22,500.0,452.91,21.2,0.7,0.09,30.71,49.71,29.0,79.76,19.202,15.62,85.85,80.162,0.83,1.28,3,Delayed,0.0330188679245283,0.0042452830188679245,0.4485669978749066,19.837999999999994,2
1,2026-02-23,500.0,427.65,21.05,4.27,1.64,10.28,37.44,30.49,65.79,18.884,19.49,83.026,74.9,0.54,1.03,3,Delayed,0.2028503562945368,0.07790973871733967,0.5078959712305207,25.099999999999994,1
1,2026-02-24,500.0,419.6,22.0,4.98,1.94,30.35,47.77,28.84,86.62,17.984,20.58,81.13399999999999,73.84,0.65,1.68,1,Delayed,0.22636363636363638,0.08818181818181818,0.5336583341976973,26.159999999999997,2
1,2026-02-25,500.0,429.14,20.03,3.28,1.25,22.75,42.8,29.68,77.43,17.708,14.32,86.264,82.534,0.81,0.94,2,On Time,0.163754368447329,0.062406390414378426,0.44710877981765956,17.465999999999994,2
1,2026-02-26,500.0,462.1,21.11,2.98,1.96,31.15,45.94,26.38,83.53,15.462,15.09,84.212,78.514,1.92,2.43,2,Delayed,0.14116532449076266,0.09284699194694458,0.49391201885310293,21.486000000000004,2
1,2026-02-27,500.0,458.66,17.28,1.11,0.05,1.26,27.11,33.19,50.53,17.084,17.97,83.086,76.732,1.42,1.72,4,Delayed,0.06423611111111112,0.0028935185185185184,0.5126376447766303,23.268,0
1,2026-02-28,500.0,434.11,18.09,2.81,2.74,10.03,33.69,30.08,61.35,17.984,19.73,82.51,73.55799999999999,0.07,1.29,2,Delayed,0.15533443891652848,0.15146489773355445,0.523147902635626,26.442000000000007,1
1,2026-03-01,500.0,436.61,17.55,2.57,3.43,18.28,39.21,28.46,73.49,16.886000000000003,15.73,84.536,78.114,0.82,0.89,4,On Time,0.14643874643874644,0.19544159544159545,0.48227863625214623,21.885999999999996,2
1,2026-03-02,500.0,463.69,16.77,1.08,0.53,21.8,46.95,30.66,78.71,17.542,16.41,84.47200000000001,77.792,1.82,2.3,2,Delayed,0.06440071556350627,0.031604054859868815,0.4833294062205467,22.208,2
1,2026-03-03,500.0,451.98,18.84,3.5,0.6,34.15,51.86,25.56,86.3,16.344,14.46,85.232,80.398,1.06,1.96,2,Delayed,0.18577494692144375,0.03184713375796178,0.46941955590183093,19.602000000000004,2
1,2026-03-04,500.0,443.41,18.19,2.77,2.42,27.83,45.2,26.55,77.73,20.432,17.9,85.31800000000001,77.67999999999999,0.48,1.83,3,Delayed,0.15228147333699835,0.1330401319406267,0.4669727642700616,22.320000000000007,2
1,2026-03-05,500.0,474.22,20.49,1.33,0.73,6.07,35.27,29.92,58.5,18.528,15.43,85.816,79.466,0.74,1.22,2,Delayed,0.06490971205466081,0.035627135187896536,0.4543848283173332,20.534000000000006,1
1,2026-03-06,500.0,453.18,20.48,0.67,0.88,19.22,42.39,30.34,73.43,18.024,15.22,85.46799999999999,81.792,0.74,2.0,2,Delayed,0.03271484375,0.04296875,0.45782697629647456,18.208,2
1,2026-03-07,500.0,434.92,18.68,2.9,0.85,21.41,45.22,27.34,72.82,17.804,16.56,85.05,78.92,0.8,2.43,4,Delayed,0.15524625267665954,0.045503211991434686,0.48189966243743454,21.08,2
1,2026-03-08,500.0,448.13,17.96,1.04,3.12,12.46,35.62,31.63,66.15,16.576,15.45,84.14200000000001,76.004,1.67,2.31,2,Delayed,0.05790645879732739,0.17371937639198218,0.4824205333166802,23.995999999999995,1
1,2026-03-09,500.0,422.76,19.22,3.14,2.61,16.57,36.91,29.09,66.17,19.51,18.99,83.72,77.164,1.39,3.11,4,Highly Delayed,0.16337148803329865,0.13579604578563995,0.4932467532467532,22.836,2
1,2026-03-10,500.0,422.75,19.42,2.1,3.45,13.95,40.15,30.93,67.17,16.669999999999998,19.020000000000003,81.524,72.19,1.36,1.39,3,Delayed,0.10813594232749742,0.1776519052523172,0.532922387223312,27.810000000000002,1
1,2026-03-11,500.0,448.17,16.96,1.34,1.0,21.91,41.31,29.97,74.75,18.088,19.95,82.678,74.40599999999999,1.62,2.32,3,Delayed,0.07900943396226415,0.05896226415094339,0.5244755244755245,25.59400000000001,2
1,2026-03-12,500.0,443.05,21.19,4.18,0.9,23.05,42.58,28.76,77.69,16.634,20.04,80.676,72.53,0.35,1.73,4,Delayed,0.19726285983954694,0.042472864558754125,0.5464361673119922,27.47,2
1,2026-03-13,500.0,460.92,17.68,3.96,0.65,20.14,41.34,30.57,69.41,18.302,16.05,85.24600000000001,80.074,1.04,2.71,3,Highly Delayed,0.2239819004524887,0.03676470588235294,0.46722170470423846,19.926000000000002,2
1,2026-03-14,500.0,449.69,19.66,1.8,2.03,16.04,39.8,29.47,70.75,16.880000000000003,8.5,91.006,86.99,0.68,0.91,3,On Time,0.09155645981688708,0.1032553407934893,0.33490937746256894,13.010000000000005,2
1,2026-03-15,500.0,454.69,16.81,0.79,3.46,31.69,48.38,28.11,81.65,19.248,16.880000000000003,85.086,77.80199999999999,1.08,2.47,3,Delayed,0.04699583581201666,0.20582986317668056,0.4672276350752879,22.198000000000008,2
1,2026-03-16,500.0,454.88,19.57,2.62,1.44,2.49,31.39,30.29,55.38,16.924,19.93,81.158,72.264,1.32,2.95,1,Highly Delayed,0.13387838528359736,0.07358201328564129,0.5407825473489988,27.736000000000004,0
1,2026-03-17,500.0,464.43,21.05,1.13,2.78,24.39,43.14,29.46,77.87,16.253999999999998,15.59,84.072,77.846,1.03,1.55,1,Delayed,0.05368171021377671,0.13206650831353917,0.48957417409873133,22.153999999999996,2
1,2026-03-18,500.0,454.1,19.14,2.11,3.07,25.73,43.46,29.3,79.81,18.608,15.57,85.714,78.31,0.19,1.98,1,Delayed,0.1102403343782654,0.16039707419017762,0.4555562057463866,21.689999999999998,2
1,2026-03-19,500.0,412.96,17.81,3.86,1.76,28.24,44.94,28.16,80.77,18.124,15.98,85.47200000000001,80.816,1.77,2.14,1,Delayed,0.2167321729365525,0.09882088714205503,0.46856673703964347,19.183999999999997,2
1,2026-03-20,500.0,454.44,19.75,1.03,3.29,13.02,35.13,30.86,71.38,18.384,16.71,84.958,78.822,0.7,2.15,3,Delayed,0.052151898734177214,0.16658227848101265,0.47614976919131474,21.177999999999997,1
1,2026-03-21,500.0,416.31,19.2,4.52,2.76,26.41,44.29,29.66,78.83,18.380000000000003,15.57,86.126,80.02000000000001,1.71,2.52,1,Highly Delayed,0.23541666666666666,0.14375,0.45861561119293076,19.97999999999999,2
1,2026-03-22,500.0,453.46,21.26,2.04,2.87,11.2,34.8,30.73,64.27,18.544,17.71,84.106,76.826,1.28,1.45,4,Delayed,0.09595484477892756,0.13499529633113827,0.48849782093010424,23.174000000000007,1
1,2026-03-23,500.0,435.58,20.33,3.74,2.24,33.25,48.39,27.77,86.71,17.906,18.61,82.966,77.386,1.57,2.91,2,Highly Delayed,0.18396458435809152,0.11018199704869652,0.5096396100339577,22.614000000000004,2
1,2026-03-24,500.0,424.27,21.45,3.13,1.4,22.11,38.79,28.34,78.52,17.75,16.71,84.5,78.08200000000001,0.02,0.22,3,On Time,0.14592074592074591,0.06526806526806526,0.4849100406268137,21.917999999999992,2
1,2026-03-25,500.0,418.2,21.23,4.69,1.98,26.33,42.72,28.99,80.58,20.59,16.119999999999997,86.71000000000001,80.338,1.95,2.52,2,Highly Delayed,0.22091380122468207,0.09326424870466321,0.43911740670117133,19.662000000000006,2
1,2026-03-26,500.0,416.92,19.64,2.41,2.58,3.19,28.68,30.67,51.6,18.634,15.64,85.638,78.91600000000001,1.1,2.48,4,Delayed,0.12270875763747455,0.13136456211812628,0.45632257688043415,21.08399999999999,0
1,2026-03-27,500.0,448.1,18.39,0.75,1.17,31.07,51.74,27.07,82.0,17.392000000000003,13.34,87.214,82.084,1.99,2.34,4,Delayed,0.040783034257748776,0.06362153344208808,0.4340752310295457,17.915999999999997,2
1,2026-03-28,500.0,420.46,18.08,3.82,1.58,5.0,32.48,31.86,58.2,17.808,16.240000000000002,84.426,78.936,0.47,1.13,4,Delayed,0.211283185840708,0.08738938053097346,0.4769736842105263,21.063999999999993,0
1,2026-03-29,500.0,423.7,18.51,4.62,1.27,28.77,47.1,27.65,81.58,18.484,15.52,86.64,79.23400000000001,0.73,2.22,3,Delayed,0.24959481361426256,0.06861156131820637,0.45641689213033754,20.76599999999999,2
1,2026-03-30,500.0,430.03,21.98,2.76,2.08,2.97,32.24,30.23,55.68,17.468,12.73,87.216,82.726,1.32,2.45,4,Delayed,0.12556869881710644,0.09463148316651501,0.4215510960990794,17.274,0
1,2026-03-31,500.0,478.56,17.14,0.66,1.65,2.92,32.62,31.02,62.06,19.522,10.93,90.152,85.338,1.02,2.29,2,Delayed,0.038506417736289385,0.09626604434072344,0.35892552213319323,14.662000000000006,0
1,2026-04-01,500.0,449.27,19.36,1.2,0.64,14.85,37.05,29.51,66.32,18.068,14.41,86.486,82.17999999999999,0.49,2.43,1,Delayed,0.06198347107438017,0.03305785123966942,0.4436849559701952,17.820000000000007,1
1,2026-04-02,500.0,442.68,18.45,0.61,0.55,4.16,30.61,30.91,56.26,17.503999999999998,19.09,83.084,74.368,0.97,2.79,3,Highly Delayed,0.033062330623306234,0.029810298102981032,0.5216702191616113,25.632000000000005,0
1,2026-04-03,500.0,455.3,20.03,0.59,0.36,26.11,45.96,28.48,74.16,16.546,16.68,84.08000000000001,76.99600000000001,1.59,2.59,4,Highly Delayed,0.029455816275586615,0.017973040439340986,0.5020164931078072,23.00399999999999,2
1,2026-04-04,500.0,403.11,17.46,3.75,2.99,30.4,46.07,28.18,82.4,18.08,18.52,82.90799999999999,75.558,1.34,3.07,4,Highly Delayed,0.21477663230240548,0.17124856815578465,0.5060109289617487,24.441999999999993,2
1,2026-04-05,500.0,449.65,21.38,0.56,0.3,2.58,30.63,30.8,64.15,19.076,13.48,87.862,80.17999999999999,1.44,2.01,3,Delayed,0.026192703461178676,0.01403180542563143,0.4140557808084532,19.820000000000007,0
1,2026-04-06,500.0,445.67,18.28,3.16,0.94,24.35,44.64,30.72,74.61,17.034,11.73,87.758,85.614,1.54,1.62,4,Delayed,0.17286652078774617,0.05142231947483588,0.40780141843971635,14.385999999999996,2
1,2026-04-07,500.0,426.14,21.69,3.94,0.49,20.45,41.07,29.93,69.05,18.55,11.64,88.77,84.008,1.88,3.79,1,Highly Delayed,0.18165053019824803,0.022591055786076533,0.3855581318317324,15.992000000000004,2
1,2026-04-08,500.0,442.04,16.13,1.71,1.9,6.58,33.85,28.22,59.35,16.972,21.23,80.064,73.966,1.77,3.26,1,Highly Delayed,0.1060136391816491,0.11779293242405456,0.5557300664886655,26.034000000000006,1
1,2026-04-09,500.0,442.77,17.63,0.58,3.2,20.43,37.45,29.32,75.1,19.524,16.72,85.668,81.78999999999999,1.86,2.71,1,Highly Delayed,0.032898468519568916,0.1815087918321044,0.46131773534929915,18.210000000000008,2
1,2026-04-10,500.0,486.2,20.98,1.43,0.04,5.69,33.64,29.11,65.62,17.416,20.43,81.122,73.15799999999999,1.14,3.11,4,Highly Delayed,0.06816015252621543,0.0019065776930409914,0.5398192675579981,26.842000000000013,1
1,2026-04-11,500.0,463.76,21.49,2.38,1.34,32.65,49.07,27.45,85.27,17.482,17.98,83.17,75.916,0.59,1.36,3,Delayed,0.11074918566775245,0.06235458352722197,0.5070216005865433,24.084000000000003,2
1,2026-04-12,500.0,454.9,18.34,1.8,1.24,13.33,34.47,29.55,70.71,19.666,12.39,89.256,83.684,0.54,1.51,2,Delayed,0.09814612868047982,0.06761177753544166,0.38651110556526086,16.316000000000003,1
1,2026-04-13,500.0,423.38,21.62,3.8,0.75,14.52,37.22,29.49,68.84,17.564,14.01,86.21000000000001,80.89,1.11,2.99,2,Highly Delayed,0.17576318223866788,0.03469010175763182,0.4437195160575157,19.11,1
1,2026-04-14,500.0,451.79,19.58,2.0,2.7,34.99,51.35,27.51,86.63,16.504,16.189999999999998,84.62,79.468,1.86,2.0,2,Delayed,0.10214504596527069,0.13789581205311544,0.4951978956383433,20.531999999999996,2
1,2026-04-15,500.0,456.12,18.61,1.61,2.87,26.91,44.87,26.71,75.12,17.288,12.27,87.916,84.15,1.23,3.21,2,Highly Delayed,0.08651262761955938,0.15421816227834498,0.41511604303403477,15.849999999999994,2
1,2026-04-16,500.0,425.47,16.55,4.63,0.48,23.51,44.35,27.11,79.99,15.854000000000005,19.49,80.568,71.74199999999999,0.51,1.1,2,Delayed,0.2797583081570997,0.02900302114803625,0.5514373019465821,28.25800000000001,2
1,2026-04-17,500.0,401.31,20.39,4.13,2.31,3.97,31.07,32.65,58.92,16.714,17.18,83.24,76.44200000000001,1.48,2.88,3,Highly Delayed,0.20255026974006865,0.11329082883766552,0.5068743730453767,23.557999999999993,0
1,2026-04-18,500.0,421.87,21.93,4.75,0.14,29.83,50.49,30.08,87.11,17.602,14.56,85.69200000000001,82.006,1.42,2.52,2,Highly Delayed,0.2165982672138623,0.0063839489284085735,0.45270816491511723,17.994,2
1,2026-04-19,500.0,407.89,21.83,4.75,1.66,30.68,45.9,27.66,87.08,18.08,19.53,82.2,73.2,1.62,3.24,1,Highly Delayed,0.21759047182775998,0.07604214383875402,0.5192767880882745,26.799999999999997,2
1,2026-04-20,500.0,439.84,16.72,0.85,2.44,7.45,34.6,31.31,56.43,17.78,13.93,86.562,79.964,1.22,1.39,3,Delayed,0.05083732057416268,0.145933014354067,0.43929359823399555,20.036,1
1,2026-04-21,500.0,433.42,20.74,1.93,2.19,13.73,38.7,29.49,67.96,19.268,17.259999999999998,84.944,78.72,1.0,2.6,1,Highly Delayed,0.09305689488910318,0.10559305689488911,0.4725142356548401,21.28,1
1,2026-04-22,500.0,403.44,20.79,4.99,1.23,27.43,41.49,29.89,75.54,15.668,10.55,88.148,84.346,0.14,0.94,2,On Time,0.24001924001924005,0.05916305916305917,0.4023953009382867,15.653999999999996,2
1,2026-04-23,500.0,419.02,21.9,3.96,1.46,30.18,47.59,28.78,81.32,17.125999999999998,10.02,89.338,84.554,1.78,2.46,4,Delayed,0.18082191780821918,0.06666666666666667,0.3691151550873057,15.445999999999998,2
1,2026-04-24,500.0,450.99,17.72,1.83,0.82,34.3,46.97,25.5,85.6,18.582,16.49,84.74199999999999,77.692,1.16,2.03,3,Delayed,0.10327313769751693,0.046275395033860044,0.4701756386861313,22.308000000000007,2
1,2026-04-25,500.0,460.8,21.7,4.04,0.31,22.17,42.16,28.71,71.65,18.04,24.71,78.304,68.248,0.07,1.0,3,Delayed,0.1861751152073733,0.014285714285714285,0.5780116959064328,31.751999999999995,2
1,2026-04-26,500.0,475.11,19.08,1.54,0.62,12.1,36.84,29.73,68.75,18.054,8.51,91.232,88.91600000000001,1.96,3.64,2,Highly Delayed,0.08071278825995808,0.032494758909853254,0.32035837976208403,11.083999999999989,1
1,2026-04-27,500.0,418.65,21.81,4.48,3.25,23.36,42.29,28.19,73.58,18.758000000000003,11.17,89.848,86.36,0.06,0.14,2,On Time,0.20541036221916556,0.14901421366345713,0.37322908313285214,13.64,2
1,2026-04-28,500.0,418.61,16.92,4.17,0.79,3.1,28.9,30.58,54.69,16.752000000000002,20.55,80.87,72.848,0.61,1.68,1,Delayed,0.24645390070921983,0.0466903073286052,0.5509087984558468,27.152,0
